TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Toronto Raptors,Philadelphia 76ers,2018-19,112.6,106.8,100.51,111.6,109.0,102.59,1.0,-2.200000000000003,-2.0799999999999983,0
Golden State Warriors,Houston Rockets,2018-19,115.0,108.6,101.74,114.9,110.1,98.39,0.09999999999999432,-1.5,3.3499999999999943,1
Houston Rockets,Golden State Warriors,2018-19,114.9,110.1,98.39,115.0,108.6,101.74,-0.09999999999999432,1.5,-3.3499999999999943,0
Denver Nuggets,Portland Trail Blazers,2018-19,112.1,108.1,98.49,113.7,109.5,99.96,-1.6000000000000085,-1.4000000000000057,-1.4699999999999989,0
Philadelphia 76ers,Toronto Raptors,2018-19,111.6,109.0,102.59,112.6,106.8,100.51,-1.0,2.200000000000003,2.0799999999999983,0
Portland Trail Blazers,Denver Nuggets,2018-19,113.7,109.5,99.96,112.1,108.1,98.49,1.6000000000000085,1.4000000000000057,1.4699999999999989,1
Toronto Raptors,Philadelphia 76ers,2018-19,112.6,106.8,100.51,111.6,109.0,102.59,1.0,-2.200000000000003,-2.0799999999999983,1
Golden State Warriors,Portland Trail Blazers,2018-19,115.0,108.6,101.74,113.7,109.5,99.96,1.2999999999999972,-0.9000000000000057,1.7800000000000011,1
Portland Trail Blazers,Golden State Warriors,2018-19,113.7,109.5,99.96,115.0,108.6,101.74,-1.2999999999999972,0.9000000000000057,-1.7800000000000011,0
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,1
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,0
Golden State Warriors,Portland Trail Blazers,2018-19,115.0,108.6,101.74,113.7,109.5,99.96,1.2999999999999972,-0.9000000000000057,1.7800000000000011,1
Portland Trail Blazers,Golden State Warriors,2018-19,113.7,109.5,99.96,115.0,108.6,101.74,-1.2999999999999972,0.9000000000000057,-1.7800000000000011,0
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,1
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,0
Golden State Warriors,Portland Trail Blazers,2018-19,115.0,108.6,101.74,113.7,109.5,99.96,1.2999999999999972,-0.9000000000000057,1.7800000000000011,1
Portland Trail Blazers,Golden State Warriors,2018-19,113.7,109.5,99.96,115.0,108.6,101.74,-1.2999999999999972,0.9000000000000057,-1.7800000000000011,0
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,0
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,1
Golden State Warriors,Portland Trail Blazers,2018-19,115.0,108.6,101.74,113.7,109.5,99.96,1.2999999999999972,-0.9000000000000057,1.7800000000000011,1
Portland Trail Blazers,Golden State Warriors,2018-19,113.7,109.5,99.96,115.0,108.6,101.74,-1.2999999999999972,0.9000000000000057,-1.7800000000000011,0
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,0
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,1
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,0
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,1
Milwaukee Bucks,Toronto Raptors,2018-19,113.5,104.9,103.57,112.6,106.8,100.51,0.9000000000000057,-1.8999999999999915,3.059999999999988,0
Toronto Raptors,Milwaukee Bucks,2018-19,112.6,106.8,100.51,113.5,104.9,103.57,-0.9000000000000057,1.8999999999999915,-3.059999999999988,1
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,0
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,1
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,1
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,0
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,0
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,1
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,0
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,1
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,1
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,0
Golden State Warriors,Toronto Raptors,2018-19,115.0,108.6,101.74,112.6,106.8,100.51,2.4000000000000057,1.7999999999999972,1.2299999999999898,0
Toronto Raptors,Golden State Warriors,2018-19,112.6,106.8,100.51,115.0,108.6,101.74,-2.4000000000000057,-1.7999999999999972,-1.2299999999999898,1
Boston Celtics,Philadelphia 76ers,2019-20,112.8,106.5,99.92,110.7,108.4,99.59,2.0999999999999943,-1.9000000000000057,0.3299999999999983,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,0
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,1
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,1
Brooklyn Nets,Toronto Raptors,2019-20,108.7,109.2,101.7,110.8,104.7,101.19,-2.0999999999999943,4.5,0.5100000000000051,0
Philadelphia 76ers,Boston Celtics,2019-20,110.7,108.4,99.59,112.8,106.5,99.92,-2.0999999999999943,1.9000000000000057,-0.3299999999999983,0
Toronto Raptors,Brooklyn Nets,2019-20,110.8,104.7,101.19,108.7,109.2,101.7,2.0999999999999943,-4.5,-0.5100000000000051,1
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,0
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,1
Los Angeles Lakers,Portland Trail Blazers,2019-20,111.7,106.1,101.2,113.2,114.3,101.17,-1.5,-8.200000000000003,0.030000000000001137,0
Miami Heat,Indiana Pacers,2019-20,111.9,109.3,98.7,109.5,107.5,99.41,2.4000000000000057,1.7999999999999972,-0.7099999999999937,1
Milwaukee Bucks,Orlando Magic,2019-20,111.9,102.5,105.51,107.9,109.2,98.99,4.0,-6.700000000000003,6.52000000000001,0
Orlando Magic,Milwaukee Bucks,2019-20,107.9,109.2,98.99,111.9,102.5,105.51,-4.0,6.700000000000003,-6.52000000000001,1
Indiana Pacers,Miami Heat,2019-20,109.5,107.5,99.41,111.9,109.3,98.7,-2.4000000000000057,-1.7999999999999972,0.7099999999999937,0
Portland Trail Blazers,Los Angeles Lakers,2019-20,113.2,114.3,101.17,111.7,106.1,101.2,1.5,8.200000000000003,-0.030000000000001137,1
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,0
Boston Celtics,Philadelphia 76ers,2019-20,112.8,106.5,99.92,110.7,108.4,99.59,2.0999999999999943,-1.9000000000000057,0.3299999999999983,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,1
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,0
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,0
Brooklyn Nets,Toronto Raptors,2019-20,108.7,109.2,101.7,110.8,104.7,101.19,-2.0999999999999943,4.5,0.5100000000000051,0
Philadelphia 76ers,Boston Celtics,2019-20,110.7,108.4,99.59,112.8,106.5,99.92,-2.0999999999999943,1.9000000000000057,-0.3299999999999983,0
Toronto Raptors,Brooklyn Nets,2019-20,110.8,104.7,101.19,108.7,109.2,101.7,2.0999999999999943,-4.5,-0.5100000000000051,1
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,1
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,1
Los Angeles Lakers,Portland Trail Blazers,2019-20,111.7,106.1,101.2,113.2,114.3,101.17,-1.5,-8.200000000000003,0.030000000000001137,1
Miami Heat,Indiana Pacers,2019-20,111.9,109.3,98.7,109.5,107.5,99.41,2.4000000000000057,1.7999999999999972,-0.7099999999999937,1
Milwaukee Bucks,Orlando Magic,2019-20,111.9,102.5,105.51,107.9,109.2,98.99,4.0,-6.700000000000003,6.52000000000001,1
Orlando Magic,Milwaukee Bucks,2019-20,107.9,109.2,98.99,111.9,102.5,105.51,-4.0,6.700000000000003,-6.52000000000001,0
Indiana Pacers,Miami Heat,2019-20,109.5,107.5,99.41,111.9,109.3,98.7,-2.4000000000000057,-1.7999999999999972,0.7099999999999937,0
Portland Trail Blazers,Los Angeles Lakers,2019-20,113.2,114.3,101.17,111.7,106.1,101.2,1.5,8.200000000000003,-0.030000000000001137,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,0
Boston Celtics,Philadelphia 76ers,2019-20,112.8,106.5,99.92,110.7,108.4,99.59,2.0999999999999943,-1.9000000000000057,0.3299999999999983,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,0
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,0
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,1
Brooklyn Nets,Toronto Raptors,2019-20,108.7,109.2,101.7,110.8,104.7,101.19,-2.0999999999999943,4.5,0.5100000000000051,0
Philadelphia 76ers,Boston Celtics,2019-20,110.7,108.4,99.59,112.8,106.5,99.92,-2.0999999999999943,1.9000000000000057,-0.3299999999999983,0
Toronto Raptors,Brooklyn Nets,2019-20,110.8,104.7,101.19,108.7,109.2,101.7,2.0999999999999943,-4.5,-0.5100000000000051,1
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,1
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,0
Los Angeles Lakers,Portland Trail Blazers,2019-20,111.7,106.1,101.2,113.2,114.3,101.17,-1.5,-8.200000000000003,0.030000000000001137,1
Miami Heat,Indiana Pacers,2019-20,111.9,109.3,98.7,109.5,107.5,99.41,2.4000000000000057,1.7999999999999972,-0.7099999999999937,1
Milwaukee Bucks,Orlando Magic,2019-20,111.9,102.5,105.51,107.9,109.2,98.99,4.0,-6.700000000000003,6.52000000000001,1
Orlando Magic,Milwaukee Bucks,2019-20,107.9,109.2,98.99,111.9,102.5,105.51,-4.0,6.700000000000003,-6.52000000000001,0
Indiana Pacers,Miami Heat,2019-20,109.5,107.5,99.41,111.9,109.3,98.7,-2.4000000000000057,-1.7999999999999972,0.7099999999999937,0
Portland Trail Blazers,Los Angeles Lakers,2019-20,113.2,114.3,101.17,111.7,106.1,101.2,1.5,8.200000000000003,-0.030000000000001137,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,1
Boston Celtics,Philadelphia 76ers,2019-20,112.8,106.5,99.92,110.7,108.4,99.59,2.0999999999999943,-1.9000000000000057,0.3299999999999983,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,1
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,0
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,0
Brooklyn Nets,Toronto Raptors,2019-20,108.7,109.2,101.7,110.8,104.7,101.19,-2.0999999999999943,4.5,0.5100000000000051,0
Philadelphia 76ers,Boston Celtics,2019-20,110.7,108.4,99.59,112.8,106.5,99.92,-2.0999999999999943,1.9000000000000057,-0.3299999999999983,0
Toronto Raptors,Brooklyn Nets,2019-20,110.8,104.7,101.19,108.7,109.2,101.7,2.0999999999999943,-4.5,-0.5100000000000051,1
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,1
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,0
Los Angeles Lakers,Portland Trail Blazers,2019-20,111.7,106.1,101.2,113.2,114.3,101.17,-1.5,-8.200000000000003,0.030000000000001137,1
Miami Heat,Indiana Pacers,2019-20,111.9,109.3,98.7,109.5,107.5,99.41,2.4000000000000057,1.7999999999999972,-0.7099999999999937,1
Milwaukee Bucks,Orlando Magic,2019-20,111.9,102.5,105.51,107.9,109.2,98.99,4.0,-6.700000000000003,6.52000000000001,1
Orlando Magic,Milwaukee Bucks,2019-20,107.9,109.2,98.99,111.9,102.5,105.51,-4.0,6.700000000000003,-6.52000000000001,0
Indiana Pacers,Miami Heat,2019-20,109.5,107.5,99.41,111.9,109.3,98.7,-2.4000000000000057,-1.7999999999999972,0.7099999999999937,0
Portland Trail Blazers,Los Angeles Lakers,2019-20,113.2,114.3,101.17,111.7,106.1,101.2,1.5,8.200000000000003,-0.030000000000001137,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,0
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,1
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,1
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,0
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,1
Los Angeles Lakers,Portland Trail Blazers,2019-20,111.7,106.1,101.2,113.2,114.3,101.17,-1.5,-8.200000000000003,0.030000000000001137,1
Milwaukee Bucks,Orlando Magic,2019-20,111.9,102.5,105.51,107.9,109.2,98.99,4.0,-6.700000000000003,6.52000000000001,1
Orlando Magic,Milwaukee Bucks,2019-20,107.9,109.2,98.99,111.9,102.5,105.51,-4.0,6.700000000000003,-6.52000000000001,0
Portland Trail Blazers,Los Angeles Lakers,2019-20,113.2,114.3,101.17,111.7,106.1,101.2,1.5,8.200000000000003,-0.030000000000001137,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,0
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,1
Dallas Mavericks,LA Clippers,2019-20,115.9,111.2,99.89,113.3,106.9,102.16,2.6000000000000085,4.299999999999997,-2.269999999999996,0
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,1
LA Clippers,Dallas Mavericks,2019-20,113.3,106.9,102.16,115.9,111.2,99.89,-2.6000000000000085,-4.299999999999997,2.269999999999996,1
Toronto Raptors,Boston Celtics,2019-20,110.8,104.7,101.19,112.8,106.5,99.92,-2.0,-1.7999999999999972,1.269999999999996,0
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,0
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,0
Miami Heat,Milwaukee Bucks,2019-20,111.9,109.3,98.7,111.9,102.5,105.51,0.0,6.799999999999997,-6.810000000000002,1
Milwaukee Bucks,Miami Heat,2019-20,111.9,102.5,105.51,111.9,109.3,98.7,0.0,-6.799999999999997,6.810000000000002,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,1
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,1
Denver Nuggets,Utah Jazz,2019-20,112.6,110.4,97.64,111.8,109.3,99.15,0.7999999999999972,1.1000000000000085,-1.5100000000000051,1
Toronto Raptors,Boston Celtics,2019-20,110.8,104.7,101.19,112.8,106.5,99.92,-2.0,-1.7999999999999972,1.269999999999996,0
Utah Jazz,Denver Nuggets,2019-20,111.8,109.3,99.15,112.6,110.4,97.64,-0.7999999999999972,-1.1000000000000085,1.5100000000000051,0
Houston Rockets,Oklahoma City Thunder,2019-20,112.5,109.8,104.04,110.1,108.1,99.42,2.4000000000000057,1.7000000000000028,4.6200000000000045,1
Miami Heat,Milwaukee Bucks,2019-20,111.9,109.3,98.7,111.9,102.5,105.51,0.0,6.799999999999997,-6.810000000000002,1
Milwaukee Bucks,Miami Heat,2019-20,111.9,102.5,105.51,111.9,109.3,98.7,0.0,-6.799999999999997,6.810000000000002,0
Oklahoma City Thunder,Houston Rockets,2019-20,110.1,108.1,99.42,112.5,109.8,104.04,-2.4000000000000057,-1.7000000000000028,-4.6200000000000045,0
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,0
Denver Nuggets,LA Clippers,2019-20,112.6,110.4,97.64,113.3,106.9,102.16,-0.7000000000000028,3.5,-4.519999999999996,0
LA Clippers,Denver Nuggets,2019-20,113.3,106.9,102.16,112.6,110.4,97.64,0.7000000000000028,-3.5,4.519999999999996,1
Toronto Raptors,Boston Celtics,2019-20,110.8,104.7,101.19,112.8,106.5,99.92,-2.0,-1.7999999999999972,1.269999999999996,1
Houston Rockets,Los Angeles Lakers,2019-20,112.5,109.8,104.04,111.7,106.1,101.2,0.7999999999999972,3.700000000000003,2.8400000000000034,1
Los Angeles Lakers,Houston Rockets,2019-20,111.7,106.1,101.2,112.5,109.8,104.04,-0.7999999999999972,-3.700000000000003,-2.8400000000000034,0
Miami Heat,Milwaukee Bucks,2019-20,111.9,109.3,98.7,111.9,102.5,105.51,0.0,6.799999999999997,-6.810000000000002,1
Milwaukee Bucks,Miami Heat,2019-20,111.9,102.5,105.51,111.9,109.3,98.7,0.0,-6.799999999999997,6.810000000000002,0
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,0
Denver Nuggets,LA Clippers,2019-20,112.6,110.4,97.64,113.3,106.9,102.16,-0.7000000000000028,3.5,-4.519999999999996,1
LA Clippers,Denver Nuggets,2019-20,113.3,106.9,102.16,112.6,110.4,97.64,0.7000000000000028,-3.5,4.519999999999996,0
Toronto Raptors,Boston Celtics,2019-20,110.8,104.7,101.19,112.8,106.5,99.92,-2.0,-1.7999999999999972,1.269999999999996,1
Houston Rockets,Los Angeles Lakers,2019-20,112.5,109.8,104.04,111.7,106.1,101.2,0.7999999999999972,3.700000000000003,2.8400000000000034,0
Los Angeles Lakers,Houston Rockets,2019-20,111.7,106.1,101.2,112.5,109.8,104.04,-0.7999999999999972,-3.700000000000003,-2.8400000000000034,1
Miami Heat,Milwaukee Bucks,2019-20,111.9,109.3,98.7,111.9,102.5,105.51,0.0,6.799999999999997,-6.810000000000002,0
Milwaukee Bucks,Miami Heat,2019-20,111.9,102.5,105.51,111.9,109.3,98.7,0.0,-6.799999999999997,6.810000000000002,1
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,1
Denver Nuggets,LA Clippers,2019-20,112.6,110.4,97.64,113.3,106.9,102.16,-0.7000000000000028,3.5,-4.519999999999996,0
LA Clippers,Denver Nuggets,2019-20,113.3,106.9,102.16,112.6,110.4,97.64,0.7000000000000028,-3.5,4.519999999999996,1
Toronto Raptors,Boston Celtics,2019-20,110.8,104.7,101.19,112.8,106.5,99.92,-2.0,-1.7999999999999972,1.269999999999996,0
Houston Rockets,Los Angeles Lakers,2019-20,112.5,109.8,104.04,111.7,106.1,101.2,0.7999999999999972,3.700000000000003,2.8400000000000034,0
Los Angeles Lakers,Houston Rockets,2019-20,111.7,106.1,101.2,112.5,109.8,104.04,-0.7999999999999972,-3.700000000000003,-2.8400000000000034,1
Miami Heat,Milwaukee Bucks,2019-20,111.9,109.3,98.7,111.9,102.5,105.51,0.0,6.799999999999997,-6.810000000000002,1
Milwaukee Bucks,Miami Heat,2019-20,111.9,102.5,105.51,111.9,109.3,98.7,0.0,-6.799999999999997,6.810000000000002,0
Boston Celtics,Toronto Raptors,2019-20,112.8,106.5,99.92,110.8,104.7,101.19,2.0,1.7999999999999972,-1.269999999999996,0
